ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6217764,HM254394,3/26/2006 19:08,003XX S LARAMIE AVE,1900,OTHER NARCOTIC VIOLATION,INTOXICATING COMPOUNDS,STREET,FALSE,FALSE,1522,15,29,25,18,,,2006,8/17/2015 15:03,,,
6218298,HP304800,4/27/2008 18:00,023XX W BARRY AVE,810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,1913,19,1,5,6,,,2008,8/17/2015 15:03,,,
6218713,HM700152,11/3/2006 22:48,011XX N LOREL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1524,15,37,25,14,,,2006,8/17/2015 15:03,,,
6219767,HP306341,4/28/2008 20:42,033XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1124,11,28,27,14,,,2008,8/17/2015 15:03,,,
6220108,HP307911,4/29/2008 17:45,108XX S HOMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,2211,22,19,74,08B,,,2008,8/17/2015 15:03,,,
6220415,HM187181,2/17/2006 22:18,013XX N CENTRAL PARK AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1422,14,26,23,18,,,2006,8/17/2015 15:03,,,
6220448,HM414948,6/15/2006 3:30,029XX N HARDING AVE,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,2523,25,30,21,18,,,2006,8/17/2015 15:03,,,
6220891,HM682316,10/25/2006 23:36,042XX W CERMAK RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1013,10,22,29,18,,,2006,8/17/2015 15:03,,,
6220952,HM707759,11/7/2006 23:19,011XX W THORNDALE AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,2433,24,48,77,26,,,2006,8/17/2015 15:03,,,
6220979,HM720904,11/14/2006 21:35,044XX W JACKSON BLVD,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1131,11,24,26,18,,,2006,8/17/2015 15:03,,,
6221201,HM747113,11/29/2006 12:15,023XX W WARREN BLVD,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1332,12,2,28,26,,,2006,8/17/2015 15:03,,,
6221556,HP309320,4/30/2008 7:15,012XX E MIDWAY PLAISANCE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2133,2,5,41,7,,,2008,8/17/2015 15:03,,,
6222773,HP297925,4/24/2008 10:37,014XX W DIVISION ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,1433,14,1,24,18,,,2008,8/17/2015 15:03,,,
6223076,HP305333,4/28/2008 12:30,048XX W GLADYS AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,1533,15,24,25,18,,,2008,8/17/2015 15:03,,,
6223977,HP312046,4/17/2008 16:00,053XX S NEW ENGLAND AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,811,8,23,56,08A,,,2008,8/17/2015 15:03,,,
6224034,HP312663,5/2/2008 2:00,025XX N ASHLAND AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1931,19,32,7,6,,,2008,8/17/2015 15:03,,,
6224360,HP281941,4/15/2008 22:00,011XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA TRAIN,TRUE,FALSE,132,1,2,32,18,,,2008,8/17/2015 15:03,,,
6225535,HP311830,5/1/2008 20:45,087XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,GAS STATION,FALSE,FALSE,632,6,8,44,6,,,2008,8/17/2015 15:03,,,
6226672,HP306997,1/17/2006 8:00,051XX S WESTERN BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,915,9,16,63,6,,,2006,8/17/2015 15:03,,,
6227945,HP316160,5/3/2008 21:00,029XX W JARVIS AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2411,24,50,2,6,,,2008,8/17/2015 15:03,,,
6229039,HP281508,4/15/2008 17:52,011XX N MILWAUKEE AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,1323,12,1,24,18,,,2008,8/17/2015 15:03,,,
6229126,HP280058,4/14/2008 22:20,055XX W HARRISON ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1522,15,29,25,18,,,2008,8/17/2015 15:03,,,
6229804,HM486437,7/19/2006 20:00,048XX W ADAMS ST,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,1533,15,28,25,3,,,2006,8/17/2015 15:03,,,
6230960,HP318215,5/5/2008 13:18,054XX W HADDON AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,FALSE,FALSE,1524,15,37,25,19,,,2008,8/17/2015 15:03,,,
6231602,HP283180,4/16/2008 16:50,048XX S LOOMIS BLVD,2091,NARCOTICS,FORFEIT PROPERTY,SIDEWALK,TRUE,FALSE,933,9,20,61,26,,,2008,8/17/2015 15:03,,,
6231750,HP317348,5/3/2008 23:30,014XX E MARQUETTE RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,321,3,20,42,08B,,,2008,8/17/2015 15:03,,,
6231788,HP289734,4/19/2008 22:50,025XX W NORTH AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1423,14,26,24,16,,,2008,8/17/2015 15:03,,,
6233877,HM404147,6/9/2006 18:54,081XX S ASHLAND AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,TRUE,FALSE,614,6,21,71,26,,,2006,8/17/2015 15:03,,,
6236807,HP324914,5/8/2008 19:49,054XX W CHICAGO AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,1524,15,37,25,18,,,2008,8/17/2015 15:03,,,
6232513,HP320539,5/5/2008 15:30,058XX S HOMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,822,8,14,63,14,,,2008,8/17/2015 15:03,,,
6232886,HP317763,1/1/2006 13:00,065XX S MOZART ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,831,8,15,66,6,,,2006,8/17/2015 15:03,,,
6233062,HP322354,5/6/2008 21:00,025XX W BALMORAL AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,FALSE,2011,20,40,4,04A,,,2008,8/17/2015 15:03,,,
6233373,HP319201,4/18/2008 0:01,058XX N KENMORE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2022,20,48,77,11,,,2008,8/17/2015 15:03,,,
6237329,HP325279,5/8/2008 5:30,006XX E 50TH ST,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,223,2,4,38,6,,,2008,8/17/2015 15:03,,,
6238160,HP324206,12/1/2006 0:01,061XX S KOLIN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,813,8,13,65,6,,,2006,8/17/2015 15:03,,,
6237513,HP315236,5/3/2008 15:44,041XX W FIFTH AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1132,11,24,26,18,,,2008,8/17/2015 15:03,,,
6237799,HP322878,5/7/2008 18:00,011XX S CLARK ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,131,1,2,32,6,,,2008,8/17/2015 15:03,,,
6237891,HP325588,12/4/2006 0:00,078XX S LANGLEY AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,624,6,6,69,6,,,2006,8/17/2015 15:03,,,
6238567,HP307249,4/29/2008 12:55,023XX W WARREN BLVD,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1332,12,2,28,18,,,2008,8/17/2015 15:03,,,
6238604,HP310897,5/1/2008 12:53,048XX W GLADYS AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1533,15,24,25,18,,,2008,8/17/2015 15:03,,,
6242202,HP133698,1/19/2008 12:00,074XX W TALCOTT AVE,890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1612,16,41,10,6,,,2008,8/17/2015 15:03,,,
6239070,HP326653,5/9/2008 6:00,020XX N LINCOLN PARK WEST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,1814,18,43,7,26,,,2008,8/17/2015 15:03,,,
6239511,HP324664,5/8/2008 16:54,037XX W 26TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,TRUE,FALSE,1013,10,22,30,14,,,2008,8/17/2015 15:03,,,
6240275,HP325799,6/1/2006 11:00,044XX N TROY ST,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1724,17,33,14,6,,,2006,8/17/2015 15:03,,,
6243842,HP331376,12/1/2006 0:01,031XX W AUGUSTA BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1311,12,26,23,6,,,2006,8/17/2015 15:03,,,
6244328,HP316048,5/4/2008 3:30,009XX W MONTROSE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2313,19,46,3,08B,,,2008,8/17/2015 15:03,,,
6244900,HP332438,5/1/2008 2:00,036XX W IRVING PARK RD,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1723,17,33,16,6,,,2008,8/17/2015 15:03,,,
6247340,HM594820,9/11/2006 14:00,087XX S SAGINAW AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,423,4,7,46,18,,,2006,8/17/2015 15:03,,,
6247384,HP328707,5/10/2008 18:35,002XX S CICERO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,FALSE,FALSE,1113,11,28,25,18,,,2008,8/17/2015 15:03,,,
6248219,HP335602,4/18/2008 14:45,001XX W 115TH ST,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,522,5,34,49,6,,,2008,8/17/2015 15:03,,,
6249124,HP336391,5/15/2008 6:34,036XX W PALMER ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,2525,25,26,22,18,,,2008,8/17/2015 15:03,,,
6250123,HP337195,5/15/2008 6:50,005XX N BESSIE COLEMAN DR,1320,CRIMINAL DAMAGE,TO VEHICLE,AIRPORT/AIRCRAFT,FALSE,FALSE,1651,16,41,76,14,,,2008,8/17/2015 15:03,,,
6250339,HP338149,5/16/2008 1:46,026XX W EVERGREEN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1423,14,26,24,18,,,2008,8/17/2015 15:03,,,
6250717,HP340069,5/15/2008 0:00,117XX S STEWART AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,522,5,34,53,11,,,2008,8/17/2015 15:03,,,
6250750,HP338333,5/16/2008 1:00,037XX N CUMBERLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1631,16,36,17,14,,,2008,8/17/2015 15:03,,,
6252456,HP340132,5/16/2008 22:55,048XX S LAKE PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,2132,2,4,39,26,,,2008,8/17/2015 15:03,,,
6254690,HP342673,5/18/2008 5:00,029XX W WARREN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1331,12,2,27,14,,,2008,8/17/2015 15:03,,,
6254970,HP343662,5/19/2008 2:25,007XX N NOBLE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,1324,12,27,24,08B,,,2008,8/17/2015 15:03,,,
6255041,HP343767,5/18/2008 15:00,023XX N MOBILE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2512,25,29,19,6,,,2008,8/17/2015 15:03,,,
6255642,HP343892,5/18/2008 21:30,016XX W HOLLYWOOD AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2012,20,40,77,6,,,2008,8/17/2015 15:03,,,
6256051,HP323719,5/8/2008 9:00,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1134,11,24,29,26,,,2008,8/17/2015 15:03,,,
6256193,HP327672,5/10/2008 8:41,056XX S DR MARTIN LUTHER KING JR DR,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,234,2,20,40,18,,,2008,8/17/2015 15:03,,,
6256330,HP344014,12/1/2006 9:00,032XX W ARMITAGE AVE,1120,DECEPTIVE PRACTICE,FORGERY,VACANT LOT/LAND,FALSE,FALSE,1422,14,35,22,10,,,2006,8/17/2015 15:03,,,
6257888,HP317684,5/5/2008 9:00,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,26,,,2008,8/17/2015 15:03,,,
6261977,HP349839,5/21/2008 21:20,041XX N ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1723,17,33,16,14,,,2008,8/17/2015 15:03,,,
6261979,HP350349,5/21/2008 20:00,063XX S STEWART AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,722,7,20,68,26,,,2008,8/17/2015 15:03,,,
6259610,HP347637,5/21/2008 5:30,059XX S HONORE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,714,7,15,67,26,,,2008,8/17/2015 15:03,,,
6261111,HP324347,5/8/2008 14:30,066XX S DAMEN AVE,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,726,7,15,67,18,,,2008,8/17/2015 15:03,,,
6262845,HP334638,5/14/2008 10:00,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2008,8/17/2015 15:03,,,
6263613,HP350237,8/29/2006 12:32,052XX W FULLERTON AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,TRUE,FALSE,2515,25,31,19,10,,,2006,8/17/2015 15:03,,,
6263737,HP331414,5/12/2008 13:30,093XX S ADA ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,2222,22,21,73,18,,,2008,8/17/2015 15:03,,,
6266033,HP217481,3/10/2008 12:25,059XX W LE MOYNE ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,2531,25,29,25,18,,,2008,8/17/2015 15:03,,,
6267255,HP352122,5/23/2008 13:36,051XX W MONROE ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,FALSE,FALSE,1533,15,28,25,26,,,2008,8/17/2015 15:03,,,
6268037,HP355386,5/24/2008 17:00,059XX N KOSTNER AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1711,17,39,12,5,,,2008,8/17/2015 15:03,,,
6269744,HP357341,5/24/2008 15:00,022XX S STEWART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2111,2,25,34,14,,,2008,8/17/2015 15:03,,,
6269770,HP356933,5/26/2008 0:01,031XX S ARCHER AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,922,9,11,59,6,,,2008,8/17/2015 15:03,,,
6270094,HP358447,5/25/2008 15:00,015XX E 68TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,332,3,5,43,14,,,2008,8/17/2015 15:03,,,
6270149,HP358489,5/26/2008 19:00,013XX N PULASKI RD,810,THEFT,OVER $500,STREET,FALSE,FALSE,2535,25,27,23,6,,,2008,8/17/2015 15:03,,,
6271908,HP360287,5/27/2008 21:40,104XX S COTTAGE GROVE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,512,5,9,50,26,,,2008,8/17/2015 15:03,,,
6272587,HP344694,5/19/2008 14:50,007XX N SACRAMENTO BLVD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,OTHER,TRUE,FALSE,1313,12,27,23,18,,,2008,8/17/2015 15:03,,,
6273219,HP361117,5/20/2008 21:00,003XX W 35TH ST,870,THEFT,POCKET-PICKING,SPORTS ARENA/STADIUM,FALSE,FALSE,925,9,11,34,6,,,2008,8/17/2015 15:03,,,
6273390,HP354589,5/24/2008 18:31,070XX S CLYDE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,FALSE,FALSE,331,3,5,43,18,,,2008,8/17/2015 15:03,,,
6273529,HM382446,5/30/2006 13:15,002XX N LARAMIE AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,TRUE,FALSE,1523,15,28,25,18,,,2006,8/17/2015 15:03,,,
6273686,HP331740,5/12/2008 15:40,074XX N SEELEY AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,2424,24,49,1,18,,,2008,8/17/2015 15:03,,,
6275031,HP348374,5/21/2008 13:33,048XX W OHIO ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),OTHER,TRUE,FALSE,1532,15,28,25,18,,,2008,8/17/2015 15:03,,,
6275980,HP363325,5/29/2008 13:00,048XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,231,2,3,38,14,,,2008,8/17/2015 15:03,,,
6090801,HM342019,5/8/2006 21:00,022XX S KILDARE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1013,10,22,29,6,,,2006,8/17/2015 15:03,,,
6091667,HP189562,2/21/2008 22:00,028XX S CALIFORNIA AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,1034,10,12,30,6,,,2008,8/17/2015 15:03,,,
6092654,HP188593,2/22/2008 12:34,005XX E 51ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,234,2,4,40,18,,,2008,8/17/2015 15:03,,,
6281609,HP370697,11/2/2006 11:43,010XX W DAKIN ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2324,19,44,6,6,,,2006,8/17/2015 15:03,,,
6281694,HP370764,11/2/2006 9:00,023XX E 75TH ST,890,THEFT,FROM BUILDING,MEDICAL/DENTAL OFFICE,FALSE,FALSE,334,3,7,43,6,,,2006,8/17/2015 15:03,,,
6283236,HP244667,3/26/2008 11:22,004XX S KILBOURN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1131,11,24,26,18,,,2008,8/17/2015 15:03,,,
6283440,HP373208,1/31/2006 9:00,047XX W DEMING PL,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,2521,25,31,19,6,,,2006,8/17/2015 15:03,,,
6284639,HP331253,5/12/2008 12:25,080XX S EBERHART AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENCE,TRUE,FALSE,631,6,6,44,18,,,2008,8/17/2015 15:03,,,
6284742,HP345894,5/20/2008 9:00,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,26,,,2008,8/17/2015 15:03,,,
6285685,HP374676,6/1/2008 19:15,040XX W NELSON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,2523,25,31,21,26,,,2008,8/17/2015 15:03,,,
6287059,HP366968,5/31/2008 10:50,070XX S ST LAWRENCE AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,322,3,6,69,18,,,2008,8/17/2015 15:03,,,
6290122,HP379010,8/1/2006 8:00,008XX N MAPLEWOOD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1312,12,1,24,6,,,2006,8/17/2015 15:03,,,
6290502,HP379574,4/1/2008 15:00,075XX N RIDGE BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,2411,24,49,2,26,,,2008,8/17/2015 15:03,,,
6293569,HP384042,6/9/2008 8:00,057XX S ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,824,8,16,63,14,,,2008,8/17/2015 15:03,,,
6299757,HP388885,6/10/2008 22:00,021XX W DEVON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2413,24,50,2,6,,,2008,8/17/2015 15:03,,,
6297713,HP388011,6/11/2008 2:30,080XX S HOYNE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,611,6,18,71,26,,,2008,8/17/2015 15:03,,,
6299893,HP389506,6/11/2008 8:00,002XX E RANDOLPH ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,124,1,42,32,6,,,2008,8/17/2015 15:03,,,
6300083,HP384454,1/1/2006 0:00,060XX S TROY ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,823,8,16,66,6,,,2006,8/17/2015 15:03,,,
6300609,HP391305,6/12/2008 9:00,005XX W 43RD PL,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,935,9,11,61,6,,,2008,8/17/2015 15:03,,,
6300637,HP361718,5/28/2008 18:00,006XX N PARKSIDE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,FALSE,FALSE,1511,15,29,25,15,,,2008,8/17/2015 15:03,,,
6300994,HP376345,6/5/2008 9:30,033XX W FILLMORE ST,2015,NARCOTICS,MANU/DELIVER: HALLUCINOGEN,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2008,8/17/2015 15:03,,,
6303505,HP365774,5/30/2008 17:03,047XX W LE MOYNE ST,2012,NARCOTICS,MANU/DELIVER:COCAINE,SIDEWALK,TRUE,FALSE,2533,25,37,25,18,,,2008,8/17/2015 15:03,,,
6303862,HP384391,6/9/2008 10:50,064XX S EBERHART AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,FALSE,FALSE,312,3,20,42,18,,,2008,8/17/2015 15:03,,,
6305347,HP397672,6/16/2008 0:45,021XX W CRYSTAL ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1424,14,32,24,6,,,2008,8/17/2015 15:03,,,
6305618,HP395865,6/15/2008 0:30,065XX S ARTESIAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,832,8,15,66,14,,,2008,8/17/2015 15:03,,,
6308920,HP398880,6/16/2008 16:00,032XX E 92ND ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,424,4,10,46,6,,,2008,8/17/2015 15:03,,,
6306565,HP396741,11/1/2006 0:00,003XX W 42ND ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,935,9,3,37,26,,,2006,8/17/2015 15:03,,,
6306657,HP397028,6/13/2008 18:00,029XX N DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1931,19,32,5,14,,,2008,8/17/2015 15:03,,,
6306734,HP397230,6/15/2008 11:45,068XX N CLARK ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,2424,24,49,1,6,,,2008,8/17/2015 15:03,,,
6307834,HP373648,6/3/2008 19:00,067XX S WINCHESTER AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,726,7,15,67,18,,,2008,8/17/2015 15:03,,,
6309604,HP399972,6/15/2008 12:00,019XX S SPAULDING AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1022,10,24,29,26,,,2008,8/17/2015 15:03,,,
6309963,HP398468,6/16/2008 13:30,027XX N HOYNE AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,FALSE,FALSE,1913,19,1,7,18,,,2008,8/17/2015 15:03,,,
6310548,HP400724,6/17/2008 7:00,045XX S DREXEL BLVD,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2123,2,4,39,6,,,2008,8/17/2015 15:03,,,
6310784,HP400231,6/13/2008 15:00,025XX W LYNDALE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,FALSE,FALSE,1431,14,1,22,14,,,2008,8/17/2015 15:03,,,
6318024,HP407300,6/21/2008 0:30,025XX N NEW ENGLAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2512,25,36,18,26,,,2008,8/17/2015 15:03,,,
6318071,HP407441,6/20/2008 21:15,037XX W 57TH PL,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,822,8,14,62,6,,,2008,8/17/2015 15:03,,,
6318374,HP404225,6/19/2008 14:15,001XX N LARAMIE AVE,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,FALSE,FALSE,1532,15,28,25,18,,,2008,8/17/2015 15:03,,,
6321487,HP412207,6/23/2008 19:45,029XX E 78TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,421,4,7,43,26,,,2008,8/17/2015 15:03,,,
6318845,HP407555,6/21/2008 0:00,101XX S VERNON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,511,5,9,49,14,,,2008,8/17/2015 15:03,,,
6319300,HP408918,6/21/2008 13:00,037XX S WOOD ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,922,9,11,59,6,,,2008,8/17/2015 15:03,,,
6321488,HP412980,6/23/2008 6:15,062XX S ROCKWELL ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,825,8,15,66,26,,,2008,8/17/2015 15:03,,,
6320359,HP409753,6/21/2008 22:15,059XX W DIVISION ST,810,THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,2531,25,29,25,6,,,2008,8/17/2015 15:03,,,
6326251,HP416815,6/25/2008 21:00,013XX W GRENSHAW ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1231,12,2,28,6,,,2008,8/17/2015 15:03,,,
